ID,Título Serie o Película,Duración,Género,Calificación,Fecha,ID Episodio,Título Episodio,Temporada,Episodio
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.2,1987–1990,tt1008181,Duck in the Iron Mask,1,10
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.1,1987–1990,tt1008180,Much Ado About Scrooge,1,11
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.5,1987–1990,tt0948893,Catch as Cash Can: Part 1 - A Drain on the Economy,1,27
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.5,1987–1990,tt1052574,Ducky Horror Picture Show,1,32
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.7,1987–1990,tt0566949,Sphinx for the Memories,1,40
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.4,1987–1990,tt1052556,All Ducks on Deck,1,50
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.2,1987–1990,tt0566943,Hotel Strangeduck,1,62
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.8,1987–1990,tt1008178,'Till Nephews Do Us Part,1,65
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.5,1987–1990,tt1052613,Time Is Money: Part 5 - Ali Bubba's Cave,2,5
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.0,1987–1990,tt1052582,Liquid Assets,2,6
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.9,1987–1990,tt1052577,Frozen Assets,2,7
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.7,1987–1990,tt1052578,Full Metal Duck,2,8
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",7.7,1987–1990,tt1052589,New Gizmo-Kids on the Block,3,4
tt0092345,DuckTales,23 min,"Animation, Adventure, Comedy, Family",8.4,1987–1990,tt1108183,The Golden Goose: Part 2,4,7
tt0448115,Shazam!,132 min,"Action, Adventure, Comedy, Fantasy",7.1,2019,,,,
tt0106400,The Beverly Hillbillies,92 min,"Comedy, Family",5.0,1993,,,,
tt1142988,The Ugly Truth,96 min,"Comedy, Romance",6.4,2009,,,,
tt1658052,Bounty Hunter,4 min,"Short, Crime, Drama, Thriller",8.0,2010,,,,
tt0098258,Say Anything...,100 min,"Comedy, Drama, Romance",7.3,1989,,,,
tt0109021,8 Seconds,105 min,"Biography, Drama, Sport, Western",6.6,1994,,,,
tt0017136,Metropolis,153 min,"Drama, Sci-Fi",8.3,1927,,,,
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt2340185,Pilot,1,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt2310910,Honor Thy Father,1,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt2310914,Lone Gunmen,1,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt2319602,An Innocent Man,1,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt2338426,Damaged,1,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt2377368,Legacies,1,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt2395358,Muse of Fire,1,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt2423266,Vendetta,1,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt2448164,Year's End,1,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.0,2012–2020,tt2467064,Burned,1,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt2496078,Trust But Verify,1,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt2519404,Vertigo,1,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt2527342,Betrayal,1,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt2561472,The Odyssey,1,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt2605292,Dodger,1,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt2633630,Dead to Rights,1,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt2654070,The Huntress Returns,1,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt2698256,Salvation,1,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt2712930,Unfinished Business,1,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt2761432,Home Invasion,1,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt2761428,The Undertaking,1,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt2761434,Darkness on the Edge of Town,1,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.5,2012–2020,tt2761440,Sacrifice,1,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt2702698,City of Heroes,2,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt3077106,Identity,2,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt3126166,Broken Dolls,2,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt3126168,Crucible,2,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt3128398,League of Assassins,2,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt3213782,Keep Your Enemies Closer,2,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt3213864,State v. Queen,2,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt3229412,The Scientist,2,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.3,2012–2020,tt3229414,Three Ghosts,2,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt3229416,Blast Radius,2,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt3263826,Blind Spot,2,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt3263824,Tremors,2,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt3263832,Heir to the Demon,2,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt3337656,Time of Death,2,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt3337658,The Promise,2,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt3337660,Suicide Squad,2,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt3337662,Birds of Prey,2,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.3,2012–2020,tt3535114,Deathstroke,2,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt3337666,The Man Under the Hood,2,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.4,2012–2020,tt3337668,Seeing Red,2,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt3337670,City of Blood,2,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.3,2012–2020,tt3337672,Streets of Fire,2,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.5,2012–2020,tt3337674,Unthinkable,2,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt3532626,The Calm,3,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt3856758,Sara,3,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt3879318,Corto Maltese,3,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt3919146,The Magician,3,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt3956512,The Secret Origin of Felicity Smoak,3,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt4006586,Guilty,3,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt4006576,Draw Back Your Bow,3,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt4006578,The Brave and the Bold,3,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.7,2012–2020,tt4006548,The Climb,3,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt4006582,Left Behind,3,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt4006570,Midnight City,3,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt4006574,Uprising,3,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt4006572,Canaries,3,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt4006600,The Return,3,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt4006588,Nanda Parbat,3,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt4006594,The Offer,3,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt4006606,Suicidal Tendencies,3,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt4006596,Public Enemy,3,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt4006602,Broken Arrow,3,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt4006584,The Fallen,3,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt4006598,Al Sah-Him,3,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt4006590,This Is Your Sword,3,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt4006604,My Name Is Oliver Queen,3,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt4345922,Green Arrow,4,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt4765782,The Candidate,4,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt4846212,Restoration,4,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt4854000,Beyond Redemption,4,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt4859064,Haunted,4,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt4859298,Lost Souls,4,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt4859296,Brotherhood,4,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt4859300,Legends of Yesterday,4,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt4859302,Dark Waters,4,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt4862532,Blood Debts,4,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.0,2012–2020,tt4862534,A.W.O.L.,4,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt4862538,Unchained,4,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt4862536,Sins of the Father,4,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.9,2012–2020,tt4862542,Code of Silence,4,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt4862540,Taken,4,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",6.3,2012–2020,tt4862544,Broken Hearts,4,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",6.7,2012–2020,tt4862546,Beacon of Hope,4,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.2,2012–2020,tt4862552,Eleven-Fifty-Nine,4,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",6.8,2012–2020,tt4862550,Canary Cry,4,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.5,2012–2020,tt4862548,Genesis,4,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.2,2012–2020,tt4862556,Monument Point,4,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.1,2012–2020,tt4862558,Lost in the Flood,4,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",5.6,2012–2020,tt4862554,Schism,4,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt5540390,Legacy,5,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt5584142,The Recruits,5,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt5584144,A Matter of Trust,5,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt5584146,Penance,5,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt5584148,Human Target,5,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt5584150,So It Begins,5,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt5584152,Vigilante,5,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt5584154,Invasion!,5,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.0,2012–2020,tt5584160,Who Are You?,5,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt5584162,Second Chances,5,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt5607494,Bratva,5,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.6,2012–2020,tt5607500,Spectre of the Gun,5,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.0,2012–2020,tt5607504,The Sin-Eater,5,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt5607508,Fighting Fire with Fire,5,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt5607510,Checkmate,5,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.3,2012–2020,tt5607512,Kapiushon,5,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt5607516,Disbanded,5,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.9,2012–2020,tt5607518,Dangerous Liaisons,5,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.7,2012–2020,tt5607522,Underneath,5,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt5607524,Honor Thy Fathers,5,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt5607526,Missing,5,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.7,2012–2020,tt5584166,Lian Yu,5,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.9,2012–2020,tt6403458,Fallout,6,1
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.0,2012–2020,tt6493654,Tribute,6,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt6493656,Next of Kin,6,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.4,2012–2020,tt6493658,Reversal,6,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt6493662,Deathstroke Returns,6,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.5,2012–2020,tt6493664,Promises Kept,6,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt6493666,Thanksgiving,6,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt6493668,"Crisis on Earth-X, Part 2",6,8
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.5,2012–2020,tt6493670,Irreconcilable Differences,6,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.7,2012–2020,tt6493672,Divided,6,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.7,2012–2020,tt6493676,We Fall,6,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt6493678,All for Nothing,6,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt6493680,The Devil's Greatest Trick,6,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.6,2012–2020,tt6493682,Collision Course,6,14
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.4,2012–2020,tt6493688,Doppelgänger,6,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt6493686,The Thanatos Guild,6,16
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt6493692,Brothers in Arms,6,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt6493690,Fundamentals,6,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt6493694,The Dragon,6,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.1,2012–2020,tt6493696,Shifting Allegiances,6,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.0,2012–2020,tt6493698,Docket No. 11-19-41-73,6,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt6493700,The Ties That Bind,6,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt6493702,Life Sentence,6,23
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt7508706,The Longbow Hunters,7,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.6,2012–2020,tt7508614,Crossing Lines,7,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt7508730,Level Two,7,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt7508746,The Demon,7,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt7508628,Due Process,7,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.6,2012–2020,tt7508606,The Slabside Redemption,7,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt7508702,"Elseworlds, Part 2",7,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.8,2012–2020,tt7508736,My Name Is Emiko Queen,7,10
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt7508632,Past Sins,7,11
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.9,2012–2020,tt7508650,Emerald Archer,7,12
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.3,2012–2020,tt7508738,Star City Slayer,7,13
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.2,2012–2020,tt7508618,Training Day,7,15
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt7508744,Inheritance,7,17
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",N/A,2012–2020,tt7508638,Lost Canary,7,18
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",7.8,2012–2020,tt7508752,Spartan,7,19
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",N/A,2012–2020,tt7508754,Confessions,7,20
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt7508728,Living Proof,7,21
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.8,2012–2020,tt7508750,You Have Saved This City,7,22
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt9700174,Welcome to Hong Kong,8,2
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.2,2012–2020,tt9700172,Leap of Faith,8,3
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.3,2012–2020,tt9700176,Present Tense,8,4
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",8.7,2012–2020,tt9700178,Prochnost,8,5
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt9700180,Reset,8,6
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.1,2012–2020,tt9700190,Purgatory,8,7
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",N/A,2012–2020,tt9700188,Green Arrow & the Canaries,8,9
tt2193021,Arrow,42 min,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9.6,2012–2020,tt9700192,Fadeout,8,10
tt0087469,Indiana Jones and the Temple of Doom,118 min,"Action, Adventure",7.6,1984,,,,
tt0079417,Kramer vs. Kramer,105 min,Drama,7.8,1979,,,,
tt0368008,The Manchurian Candidate,129 min,"Drama, Mystery, Sci-Fi, Thriller",6.6,2004,,,,
tt0081398,Raging Bull,129 min,"Biography, Drama, Sport",8.2,1980,,,,
tt0113277,Heat,170 min,"Crime, Drama, Thriller",8.2,1995,,,,
tt7286456,Joker,122 min,"Crime, Drama, Thriller",8.5,2019,,,,
tt0257360,About Schmidt,125 min,"Comedy, Drama",7.1,2002,,,,
tt0089885,Re-Animator,104 min,"Comedy, Horror, Sci-Fi",7.2,1985,,,,
tt0251075,Evolution,101 min,"Comedy, Sci-Fi",6.1,2001,,,,
tt0187078,Gone in 60 Seconds,118 min,"Action, Crime, Thriller",6.5,2000,,,,
tt0493464,Wanted,110 min,"Action, Crime, Fantasy, Thriller",6.7,2008,,,,
tt0089543,The Man with One Red Shoe,92 min,"Comedy, Thriller",5.7,1985,,,,
tt0079367,The Jerk,94 min,Comedy,7.2,1979,,,,
tt1172233,Whip It,111 min,"Drama, Sport",6.9,2009,,,,
tt0098384,Steel Magnolias,117 min,"Comedy, Drama, Romance",7.3,1989,,,,
tt1865718,Gravity Falls,23 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",8.1,2012–2016,tt2168670,The Legend of the Gobblewonker,1,2
tt1865718,Gravity Falls,23 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",8.1,2012–2016,tt2168676,Headhunters,1,3
tt1865718,Gravity Falls,23 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",8.0,2012–2016,tt2229194,The Hand That Rocks the Mabel,1,4
